"Shift #","Trip #","Operator Name","Medallion","Device Type","Chauffeur #","Meter On Datetime","Meter Off Datetime","Trip Length","Pickup Latitude","Pickup Longitude","Pickup Location","Dropoff Latitude","Dropoff Longitude","Dropoff Location","Fare","Tax","Tips","Tolls","Surcharge","Trip Total","Payment Type","Street/Dispatch"
58441180,11373,"Freedom Taxi","6007","NGP",869695,"01/01/2015 00:37","01/01/2015 00:49","2.3","39.367675","-75.157960","1900 HAMILTON","39.946906","-75.320198","315 NEW ST","9.14","0.75","2.00","0.00","0.00","11.89","Credit Card","Street Hail"
04942261,16355,"Freedom Taxi","3024","NGP",306487,"01/01/2015 00:37","01/01/2015 00:51","3.5","39.973720","-75.673766","1903-05 GREEN ST","39.069534","-75.868920","210 LOCUST ST","12.13","0.75","0.00","0.00","0.00","12.88","Credit Card","Street Hail"
88754337,82038,"Quaker City Cab","8952","NGP",775797,"01/01/2015 00:37","01/01/2015 00:49","0.0","39.397674","-75.828653","809 RED LION RD","39.072438","-75.213704","8520 MICHENER AVE","9.37","0.75","0.00","0.00","0.00","10.12","Cash","Street Hail"
43154553,62141,"Freedom Taxi","9837","NGP",653523,"01/01/2015 00:38","01/01/2015 01:04","12.2","39.129790","-75.393488","2000","40.735284","-75.637294","700 S 10TH ST","33.06","0.75","2.00","0.00","0.00","35.81","Credit Card","Street Hail"
98522122,00536,"Freedom Taxi","9148","NGP",908940,"01/01/2015 00:38","01/01/2015 00:51","0.0","39.118783","-75.839929","3475 COLLINS ST","39.365337","-75.611573","415 WELSH RD","10.06","0.00","0.00","0.00","0.75","10.81","Cash","Street Hail"
37682894,96701,"Freedom Taxi","3122","NGP",287677,"01/01/2015 00:38","01/01/2015 00:41","0.6","39.278356","-75.506446","412 N FRONT ST","39.177446","-75.253876","714 BAINBRIDGE ST","5.92","0.00","0.00","0.00","0.95","6.87","Cash","Street Hail"
95952025,18791,"Freedom Taxi","4630","NGP",787059,"01/01/2015 00:38","01/01/2015 00:41","0.7","39.961923","-75.574026","2301 CHERRY ST","39.935229","-75.973417","1300","4.54","0.75","0.00","0.00","0.00","5.29","Cash","Street Hail"
94358668,87156,"Freedom Taxi","8002","NGP",839908,"01/01/2015 00:38","01/01/2015 00:46","0.4","39.502749","-75.783154","1820 PLACID ST","39.327291","-75.515525","1124 MARLBOROUGH ST","6.38","0.00","0.00","0.00","0.75","7.13","Cash","Street Hail"
39687474,46043,"Freedom Taxi","9358","NGP",102221,"01/01/2015 00:38","01/01/2015 01:15","13.8","39.082039","-75.050028","303-05 S 11TH ST","39.079967","-75.916133","1034 SPRUCE ST","38.35","0.75","0.00","0.00","5.00","44.10","Cash","Street Hail"
69994733,88689,"Quaker City Cab","1783","NGP",188557,"01/01/2015 00:38","01/01/2015 00:49","0.0","39.283778","-75.165186","2375 WELSH RD","39.821639","-75.665631","211 N CAMAC ST","8.91","0.75","0.00","0.00","0.00","9.66","Cash","Street Hail"
76578323,37883,"Freedom Taxi","4727","NGP",274686,"01/01/2015 00:38","01/01/2015 00:43","0.8","39.158445","-75.721550","5044 GAINOR RD","39.191799","-75.861056","901 NORTH PENN STREET","5.00","0.75","3.00","0.00","0.00","8.75","Credit Card","Street Hail"
24804836,03204,"Freedom Taxi","7755","NGP",779660,"01/01/2015 00:38","01/01/2015 00:45","1.1","39.848571","-75.538055","1425 LOCUST ST","39.386515","-75.965945","219 SOUTH 18TH STREET","6.15","0.75","0.00","0.00","0.00","6.90","Cash","Street Hail"
99844907,09919,"Freedom Taxi","2275","NGP",625594,"01/01/2015 00:38","01/01/2015 00:44","0.6","39.991935","-75.223078","2033-49 ARCH ST","39.427189","-75.117424","6519 N LAMBERT ST","5.00","0.75","0.00","0.00","0.00","5.75","Cash","Street Hail"
76315871,34346,"Freedom Taxi","8872","NGP",398686,"01/01/2015 00:38","01/01/2015 00:44","2.1","39.459862","-75.236075","4010 MARPLE ST","39.002906","-75.789998","1225 NORWALK RD","7.30","0.75","0.00","0.00","0.00","8.05","Cash","Street Hail"
93774926,67891,"Freedom Taxi","8406","NGP",491986,"01/01/2015 00:39","01/01/2015 00:45","1.1","0.0971885","0.00222482","1100 VINE STREET","0.0064364","0.00092540","2302-04 E GORDON ST","5.92","0.75","0.00","0.00","0.00","6.67","Cash","Street Hail"
21948655,95629,"Freedom Taxi","3681","NGP",460103,"01/01/2015 00:39","01/01/2015 00:42","1.0","39.732616","-75.614662","1009 ARCH ST","39.449297","-75.623541","1500 CHESTNUT STREET","5.00","0.75","0.00","0.00","0.00","5.75","Cash","Street Hail"
67849498,49610,"Freedom Taxi","0160","NGP",110630,"01/01/2015 00:39","01/01/2015 00:39","0.0","39.567230","-75.083448","303 SHAWMONT AVE","39.482251","-75.778238","1912 ELLSWORTH ST","2.70","0.75","0.00","0.00","12.00","15.45","Credit Card","Street Hail"
46599942,70493,"Freedom Taxi","1702","NGP",650249,"01/01/2015 00:39","01/01/2015 01:04","11.8","39.748545","-75.747422","926-28 RACE ST","40.579948","-75.654978","3000 N STILLMAN ST","32.14","0.75","0.00","0.00","0.00","32.89","Cash","Street Hail"
86817657,44184,"Quaker City Cab","6703","NGP",491265,"01/01/2015 00:39","01/01/2015 00:44","0.0","39.653312","-75.048212","233 SOUTH 6TH STREET","39.240569","-75.284733","600 S 49TH ST","5.46","0.75","0.00","0.00","0.00","6.21","Cash","Street Hail"
39980902,37416,"Freedom Taxi","5834","NGP",087442,"01/01/2015 00:39","01/01/2015 00:48","0.0","39.563120","-75.722106","1101 LOCUST","39.821996","-75.420914","32 S 40TH ST","7.99","0.75","3.00","0.00","0.00","11.74","Credit Card","Street Hail"
72157011,85410,"Freedom Taxi","3648","NGP",293451,"01/01/2015 00:39","01/01/2015 00:42","0.6","39.229150","-75.092304","635 N CAMAC ST","39.159938","-75.563740","735-39 S 12TH ST","4.31","0.75","2.00","0.00","0.00","7.06","Credit Card","Street Hail"
84894634,71799,"Freedom Taxi","0938","NGP",441359,"01/01/2015 00:39","01/01/2015 00:48","1.5","0.0646840","0.00398531","9200 BLUE GRASS RD","0.0227795","0.00920692","7213 HEGERMAN ST","7.30","0.75","0.00","0.00","0.00","8.05","Cash","Street Hail"
47021216,53286,"Freedom Taxi","1496","NGP",278463,"01/01/2015 00:40","01/01/2015 00:46","1.1","39.704019","-75.247805","300 TYLER CT","39.159179","-75.720783","1326 SPRUCE STREET","6.15","0.75","0.00","0.00","0.00","6.90","Cash","Street Hail"
86181015,21617,"Freedom Taxi","6026","NGP",060272,"01/01/2015 00:40","01/01/2015 00:45","0.8","39.116561","-75.745424","300 N 03RD ST","39.489377","-75.134267","811 ARNOLD ST","5.00","0.00","0.00","0.00","1.00","6.00","Cash","Street Hail"
60957622,40363,"Freedom Taxi","2765","NGP",371444,"01/01/2015 00:40","01/01/2015 00:46","1.0","0.0095602","0.00958495","1414 S PENN SQUARE","0.0022088","0.00110455","933 FANSHAWE ST","5.69","0.75","0.00","0.00","0.00","6.44","Cash","Street Hail"
64926166,14313,"Freedom Taxi","6665","MKC",462886,"01/01/2015 00:40","01/01/2015 00:47","1.9","39.089731","-75.372633","1121 GERRITT ST","39.520833","-75.650240","5400 WISSAHICKON AVE","7.53","0.75","2.00","0.00","0.00","10.28","Credit Card","Street Hail"
20795151,80205,"Freedom Taxi","0330","NGP",003510,"01/01/2015 00:40","01/01/2015 00:48","1.5","39.302318","-75.016514","1200","39.256076","-75.460646","115 ROUMFORT RD","7.07","0.75","0.00","0.00","0.00","7.82","Cash","Street Hail"
29552047,10234,"Freedom Taxi","4690","NGP",599975,"01/01/2015 00:40","01/01/2015 01:01","3.8","39.885099","-75.862326","210 LOCUST","39.177975","-75.357145","1315 E BERKS ST","13.97","0.75","2.90","0.00","0.00","17.62","Credit Card","Street Hail"
04513609,35154,"Freedom Taxi","8389","NGP",162263,"01/01/2015 00:40","01/01/2015 00:44","1.3","39.457448","-75.331211","604 S WASHINGTON","39.981947","-75.735485","1011 N RANDOLPH ST","5.69","0.75","0.00","0.00","0.00","6.44","Cash","Street Hail"
67698051,04575,"Freedom Taxi","5231","NGP",626532,"01/01/2015 00:40","01/01/2015 00:45","1.1","39.708159","-75.231681","1 CAPTAINS WAY","39.532912","-75.361639","1217 SPRUCE ST","5.46","0.75","2.00","0.00","0.00","8.21","Credit Card","Street Hail"
79744281,68181,"Quaker City Cab","6881","NGP",598172,"01/01/2015 00:40","01/01/2015 00:46","0.0","39.263475","-75.578595","2000 KIMBALL ST","39.521056","-75.480708","1324 LOCUST STREET","5.69","0.75","0.00","0.00","0.00","6.44","Cash","Street Hail"
76840621,16552,"Quaker City Cab","9828","NGP",148606,"01/01/2015 00:41","01/01/2015 00:56","0.0","39.616521","-75.364730","810 N HANCOCK ST","39.415791","-75.171135","111 S 15TH ST","9.60","0.75","0.00","0.00","0.00","10.35","Cash","Street Hail"
65685107,42587,"Freedom Taxi","9758","NGP",452410,"01/01/2015 00:41","01/01/2015 00:47","0.0","40.306347","-75.593662","233 S 6TH ST","40.681811","-75.723441","328 S 03RD ST","23.25","0.75","0.00","0.00","0.00","24.00","Cash","Street Hail"
42808813,30500,"Freedom Taxi","3700","NGP",752496,"01/01/2015 00:41","01/01/2015 00:45","0.0","39.149207","-75.733932","1818-28 MARKET ST","39.157643","-75.413508","947 N 05TH ST","4.77","0.75","0.00","0.00","0.00","5.52","Cash","Street Hail"
18497517,06462,"Freedom Taxi","6515","NGP",648241,"01/01/2015 00:41","01/01/2015 00:47","1.9","39.551794","-75.645365","9921 BUSTLETON AVE","39.883987","-75.253832","927 SPRUCE ST","7.30","0.75","0.00","0.00","0.00","8.05","Cash","Street Hail"
62311150,99677,"Freedom Taxi","3134","NGP",221755,"01/01/2015 00:41","01/01/2015 00:48","0.7","39.730772","-75.394954","133 BREAD ST","39.210628","-75.199335","3 N COLUMBUS BLVD","6.61","0.00","0.00","0.00","0.90","7.51","Cash","Street Hail"
18753157,70228,"Freedom Taxi","5932","NGP",993917,"01/01/2015 00:41","01/01/2015 00:53","1.0","39.869061","-75.114980","1706 RITTENHOUSE","39.239200","-75.193539","750 NORTH 24TH STREET","5.69","0.75","0.00","0.00","0.00","6.44","Cash","Street Hail"
32828628,09168,"Freedom Taxi","5097","NGP",477742,"01/01/2015 00:41","01/01/2015 00:41","0.0","39.210417","-75.268806","901 PENN ST","39.049486","-75.242897","8643 AGUSTA ST","2.70","0.75","2.00","0.00","0.00","5.45","Credit Card","Street Hail"
76763868,17940,"Freedom Taxi","4103","NGP",473055,"01/01/2015 00:41","01/01/2015 00:47","1.1","39.439814","-75.452345","100","39.797588","-75.763812","805 RED LION RD","5.92","0.75","0.00","0.00","0.00","6.67","Cash","Street Hail"
69754148,90021,"Freedom Taxi","2453","NGP",604949,"01/01/2015 00:41","01/01/2015 00:48","0.9","39.326798","-75.105266","2401 S 57 STREET","39.188848","-75.815065","3501-49 RICHMOND ST","8.22","0.75","0.00","0.00","0.00","8.97","Cash","Street Hail"
83486798,63771,"Freedom Taxi","0503","NGP",616336,"01/01/2015 00:41","01/01/2015 00:48","1.5","39.633272","-75.658657","901 NORTH PENN","39.814535","-75.019074","901 N PENN STREET","6.61","0.75","0.00","0.00","0.00","7.36","Cash","Street Hail"
39545808,21820,"Freedom Taxi","2288","NGP",586068,"01/01/2015 00:42","01/01/2015 00:50","1.9","39.829817","-75.865362","1010 RACE STREET","39.248644","-75.990635","1940 WHARTON ST","7.76","0.75","0.00","0.00","0.00","8.51","Cash","Street Hail"
10617383,19597,"Freedom Taxi","3045","MKC",839675,"01/01/2015 00:42","01/01/2015 00:48","0.8","39.813708","-75.401405","3219 S 17TH ST","39.509789","-75.154836","1 BROWN ST","5.69","0.75","0.00","0.00","0.00","6.44","Cash","Street Hail"
27366254,22006,"Freedom Taxi","5911","NGP",161656,"01/01/2015 00:42","01/01/2015 00:59","2.0","39.283759","-75.915693","1008 SPRUCE","39.230546","-75.508887","120 DIAMOND ST","10.75","0.75","0.00","0.00","0.00","11.50","Cash","Street Hail"
41520205,66267,"Quaker City Cab","0142","NGP",139391,"01/01/2015 00:42","01/01/2015 00:51","0.0","39.505553","-75.566033","1247 E COLUMBIA AVE","39.638896","-75.365716","837 N 02ND ST","7.76","0.75","0.00","0.00","0.00","8.51","Cash","Street Hail"
47093324,58618,"Freedom Taxi","8470","NGP",514479,"01/01/2015 00:42","01/01/2015 00:59","4.2","39.735578","-75.179569","2801-2899 GAUL","40.329475","-75.023976","700 COMMODORE CT","13.51","0.75","0.00","0.00","0.00","14.26","Cash","Street Hail"
15688898,34166,"Freedom Taxi","1334","NGP",922392,"01/01/2015 00:42","01/01/2015 00:42","0.0","39.112468","-75.361333","1100 VINE","0.0555041","0.00317785","1122 DICKINSON ST","0.00","0.00","0.00","0.00","0.00","0.00","Cash","Street Hail"
98051759,36773,"Freedom Taxi","2703","NGP",033878,"01/01/2015 00:42","01/01/2015 00:54","0.0","39.084948","-75.665121","6945 N 15TH ST","39.586035","-75.922223","4701-4799 HARTEL","13.28","0.75","0.00","0.00","0.00","14.03","Cash","Street Hail"
73137039,40208,"Freedom Taxi","0556","MKC",090854,"01/01/2015 00:42","01/01/2015 00:49","1.0","39.752445","-75.243069","4000 GYPSY LANE","39.799698","-75.367071","2800-2898 GAUL","6.15","0.00","0.00","0.00","1.10","7.25","Cash","Street Hail"
37682894,02593,"Freedom Taxi","3122","NGP",287677,"01/01/2015 00:42","01/01/2015 00:46","0.4","39.390754","-75.459138","205-15 CUTHBERT ST","39.045461","-75.391154","1156 N 64TH ST","5.46","0.00","0.00","0.00","0.95","6.41","Cash","Street Hail"
22442064,42208,"Quaker City Cab","7813","NGP",886451,"01/01/2015 00:43","01/01/2015 00:48","0.0","39.015220","-75.202256","130 SPRUCE ST","39.556430","-75.736169","115 ROUMFORT RD","5.92","0.75","0.00","0.00","0.00","6.67","Cash","Street Hail"
11498329,33514,"Freedom Taxi","3912","NGP",202910,"01/01/2015 00:43","01/01/2015 00:47","0.5","39.115797","-75.853434","122 S 43RD ST","39.200550","-75.303672","4700-4798 HARTEL","4.31","0.75","0.00","0.00","0.00","5.06","Cash","Street Hail"
35635619,14782,"Freedom Taxi","2435","NGP",100555,"01/01/2015 00:44","01/01/2015 01:01","3.5","0.0395147","0.00353842","2540 S ROSEWOOD ST","0.0195021","0.00784581","1023 CLINTON ST","13.28","0.75","2.80","0.00","0.00","16.83","Credit Card","Street Hail"
04260840,30002,"Freedom Taxi","3417","NGP",410823,"01/01/2015 00:44","01/01/2015 00:51","1.6","39.676291","-75.188005","246 FITZWATER ST","39.205209","-75.132732","415 MANTON ST","7.30","0.75","0.00","0.00","0.00","8.05","Cash","Street Hail"
69179929,21910,"Freedom Taxi","5116","NGP",606379,"01/01/2015 00:44","01/01/2015 00:54","1.4","39.027654","-75.312972","2117 CARPENTER ST","39.557709","-75.800312","36 STRAWBERRY ST","7.99","0.75","0.00","0.00","0.00","8.74","Cash","Street Hail"
82561912,00068,"Freedom Taxi","1877","NGP",085800,"01/01/2015 00:44","01/01/2015 00:44","0.0","39.454038","-75.256187","1734 RHAWN ST","0.0570493","0.00505810","4120 KNORR ST","0.00","0.00","0.00","0.00","0.00","0.00","Cash","Street Hail"
28080470,07950,"Freedom Taxi","0075","NGP",156300,"01/01/2015 00:44","01/01/2015 00:54","2.3","39.708412","-75.485466","1301 BEACH ST","39.019165","-75.810643","4100 KNORR ST","8.91","0.75","2.00","0.00","0.00","11.66","Credit Card","Street Hail"
07041002,17691,"Freedom Taxi","0006","NGP",691241,"01/01/2015 00:44","01/01/2015 00:50","1.1","39.523392","-75.775054","1811-19 CHESTNUT ST","39.772049","-75.392284","819 CALEDONIA ST","5.92","0.75","0.00","0.00","0.00","6.67","Cash","Street Hail"
07705739,94813,"Freedom Taxi","0933","NGP",515867,"01/01/2015 00:44","01/01/2015 00:47","0.6","39.612989","-75.009960","1315 KATER ST","39.835985","-75.438771","233 S 6TH STREET","4.31","0.75","1.00","0.00","0.00","6.06","Credit Card","Street Hail"
64138675,93915,"Freedom Taxi","6749","NGP",611146,"01/01/2015 00:44","01/01/2015 00:49","0.7","39.130931","-75.330406","3201 CAPRI DR","39.946846","-75.667141","1413 S BOUVIER ST","5.00","0.75","0.00","0.00","0.00","5.75","Cash","Street Hail"
54356794,00980,"Freedom Taxi","5698","NGP",842533,"01/01/2015 00:44","01/01/2015 00:50","1.1","39.683805","-75.106085","233 S 6TH ST","39.870873","-75.514603","315 NEW STREET","5.69","0.75","0.00","0.00","0.00","6.44","Cash","Street Hail"
89416729,25580,"Freedom Taxi","8380","NGP",557043,"01/01/2015 00:45","01/01/2015 00:57","3.1","39.333047","-75.516710","161 N 60TH ST","39.892539","-75.439884","200","10.98","0.75","0.00","0.00","0.00","11.73","Credit Card","Street Hail"
40119014,98238,"Freedom Taxi","5144","NGP",964950,"01/01/2015 00:45","01/01/2015 01:14","7.2","39.289680","-75.326542","901 N. PENN STREET","39.536153","-75.565283","2224 W TIOGA ST","22.48","0.00","0.00","0.00","1.00","23.48","Cash","Street Hail"
74552569,21321,"Freedom Taxi","4188","NGP",695151,"01/01/2015 00:45","01/01/2015 00:54","2.1","39.310347","-75.856072","1734 CHESTNUT ST","39.422562","-75.542946","1814 MORRIS ST","8.45","0.75","0.00","0.00","0.00","9.20","Cash","Street Hail"
59999008,65540,"Freedom Taxi","8060","NGP",811120,"01/01/2015 00:45","01/01/2015 01:00","0.8","39.483871","-75.075376","812 W MOYAMENSING AVE","39.530217","-75.987360","2707 W THOMPSON ST","8.68","0.75","5.00","0.00","0.00","14.43","Credit Card","Street Hail"
26243215,27223,"Freedom Taxi","5097","NGP",477742,"01/01/2015 00:45","01/01/2015 00:46","0.1","39.927733","-75.287833","500 REGATTA DR","39.366546","-75.359955","1431-39 N 52ND ST","2.93","0.75","1.50","0.00","0.00","5.18","Credit Card","Street Hail"
21948655,73419,"Freedom Taxi","3681","NGP",460103,"01/01/2015 00:45","01/01/2015 01:05","4.0","39.099213","-75.892804","801 MARKET ST","39.796856","-75.162721","419 W GODFREY AVE","14.89","0.75","0.00","0.00","0.00","15.64","Cash","Street Hail"
04377246,01493,"Freedom Taxi","5855","NGP",266663,"01/01/2015 00:45","01/01/2015 00:51","1.2","39.390874","-75.825357","1425 LOCUST ST","39.886202","-75.376461","9945-49 NORWALK RD","5.92","0.75","0.00","0.00","0.00","6.67","Cash","Street Hail"
52466154,50318,"Freedom Taxi","9913","NGP",031431,"01/01/2015 00:45","01/01/2015 01:01","4.0","39.038736","-75.466634","5613 LEBANON","39.588116","-75.964359","5238 DIAMOND","11.90","0.75","2.50","0.00","0.00","15.15","Credit Card","Street Hail"
73306357,96130,"Quaker City Cab","4290","NGP",538453,"01/01/2015 00:45","01/01/2015 00:57","0.0","39.962572","-75.174686","1326 SPRUCE ST","39.823587","-75.539491","200 CHRISTIAN ST","8.68","0.75","2.00","0.00","0.00","11.43","Credit Card","Street Hail"
79174734,05769,"Freedom Taxi","0632","NGP",196351,"01/01/2015 00:46","01/01/2015 00:49","1.0","39.426477","-75.468984","755 S 15TH ST","39.798435","-75.602883","3624 MARKET ST","5.23","0.75","3.00","0.00","0.00","8.98","Credit Card","Street Hail"
36369131,33340,"Freedom Taxi","1442","NGP",482335,"01/01/2015 00:46","01/01/2015 00:51","1.1","39.910957","-75.512743","1718 W MOYAMENSING AVE","39.024675","-75.708018","5800 CHEW AVE","5.69","0.75","0.00","0.00","0.00","6.44","Cash","Street Hail"
04513609,87895,"Freedom Taxi","8389","NGP",162263,"01/01/2015 00:46","01/01/2015 00:54","1.0","39.237208","-75.463539","1534 S 20TH ST","39.836149","-75.149074","226 W RITTENHOUSE ST","6.61","0.75","0.00","0.00","0.00","7.36","Cash","Street Hail"
49946516,80643,"Freedom Taxi","5716","NGP",874652,"01/01/2015 00:46","01/01/2015 00:53","1.5","39.187408","-75.927995","189 W CHEW AVE","39.304558","-75.267831","6628 GREENE ST","6.84","0.75","0.00","0.00","0.00","7.59","Cash","Street Hail"
67698051,09332,"Freedom Taxi","5231","NGP",626532,"01/01/2015 00:46","01/01/2015 00:57","2.1","39.461351","-75.692695","3300 HENRY AVE","39.601658","-75.012264","239 CHESTNUT ST","8.91","0.75","3.00","0.00","0.00","12.66","Credit Card","Street Hail"
19851337,86890,"Freedom Taxi","8444","NGP",924688,"01/01/2015 00:46","01/01/2015 00:55","2.1","39.385133","-75.651540","3209 WINTER ST","39.348840","-75.487311","122-30 NEW ST","8.45","0.75","0.00","0.00","0.00","9.20","Cash","Street Hail"
42808813,68084,"Freedom Taxi","3700","NGP",752496,"01/01/2015 00:46","01/01/2015 01:09","0.0","39.059160","-75.989151","18-28 S 62ND ST","39.901157","-75.047296","314-16 DICKINSON ST","15.81","0.75","3.30","0.00","0.00","19.86","Credit Card","Street Hail"
60888861,41673,"Freedom Taxi","6966","NGP",178921,"01/01/2015 00:46","01/01/2015 00:53","1.4","39.204216","-75.431074","2232 GREEN ST","39.618082","-75.567404","1203-15 N 03RD ST","6.61","0.75","0.00","0.00","0.00","7.36","Cash","Street Hail"
13356179,31579,"Freedom Taxi","9253","NGP",524118,"01/01/2015 00:46","01/01/2015 00:55","1.6","39.200460","-75.342170","2000-2098 WALNUT","39.205381","-75.216775","802-10 LOCUST ST","7.30","0.75","0.00","0.00","0.00","8.05","Cash","Street Hail"
37668910,08571,"Freedom Taxi","0543","NGP",878460,"01/01/2015 00:46","01/01/2015 01:01","1.9","39.660547","-75.563741","1930 W NEDRO AVE","39.860299","-75.754525","349 PELHAM RD","12.36","0.00","0.00","0.00","0.75","13.11","Cash","Street Hail"
76315871,33821,"Freedom Taxi","8872","NGP",398686,"01/01/2015 00:46","01/01/2015 01:05","5.5","39.888960","-75.914544","8634 PICKERING AVE","39.027533","-75.949981","2001-2099 WALNUT","17.88","0.75","0.00","0.00","0.00","18.63","Cash","Street Hail"
66276228,79648,"Quaker City Cab","3152","NGP",324977,"01/01/2015 00:46","01/01/2015 00:53","0.0","0.0137752","0.00874381","4000 GYPSY LN","0.0109350","0.00119535","1247 MASCHER ST","5.69","0.75","0.00","0.00","0.00","6.44","Cash","Street Hail"
93774926,07938,"Freedom Taxi","8406","NGP",491986,"01/01/2015 00:47","01/01/2015 00:52","1.3","0.0357915","0.00597777","5916 LANGDON ST","0.0806409","0.00802466","325 S 18TH ST","6.15","0.75","2.00","0.00","0.00","8.90","Credit Card","Street Hail"
69982102,02751,"Freedom Taxi","3780","NGP",390068,"01/01/2015 00:47","01/01/2015 01:12","1.9","39.088514","-75.445797","1215 SPRUCE ST","39.320332","-75.831850","2029 N 04TH ST","23.63","0.75","0.00","0.00","0.00","24.38","Cash","Street Hail"
95952025,08846,"Freedom Taxi","4630","NGP",787059,"01/01/2015 00:47","01/01/2015 00:54","1.4","39.675540","-75.422867","604 SOUTH WASHINGTON SQUARE","39.808843","-75.759182","1333 S 23RD ST","6.84","0.75","1.50","0.00","0.00","9.09","Credit Card","Street Hail"
76578323,50706,"Freedom Taxi","4727","NGP",274686,"01/01/2015 00:47","01/01/2015 00:56","2.0","39.919390","-75.733648","1500-1598 CHESTNUT","39.411627","-75.407442","5127 WALNUT ST","7.99","0.75","3.00","0.00","0.00","11.74","Credit Card","Street Hail"
53099785,02984,"Freedom Taxi","5011","NGP",266577,"01/01/2015 00:47","01/01/2015 00:51","0.3","39.369962","-75.829458","1501-1599 CHESTNUT","39.973074","-75.051748","2218 CARPENTER ST","4.31","0.00","0.00","0.00","0.75","5.06","Cash","Street Hail"
97160622,09606,"Freedom Taxi","3354","NGP",143452,"01/01/2015 00:47","01/01/2015 00:51","1.0","39.141800","-75.395412","6204 W PASSYUNK AVE","39.742471","-75.603300","312 MARKET ST","5.23","0.75","0.00","0.00","0.00","5.98","Credit Card","Street Hail"
18173768,58829,"Freedom Taxi","3102","NGP",657634,"01/01/2015 00:47","01/01/2015 01:11","10.1","39.704335","-75.348385","3051 MEMPHIS ST","40.991416","-75.994019","36 STRAWBERRY ST","27.77","0.75","0.00","0.00","0.00","28.52","Cash","Street Hail"
97355694,04654,"Freedom Taxi","3441","NGP",386172,"01/01/2015 00:47","01/01/2015 00:57","0.5","39.981485","-75.126346","5118 CHESTER AVE","39.305884","-75.566995","2622 SALMON ST","6.15","0.75","1.50","0.00","0.00","8.40","Credit Card","Street Hail"
64926166,63634,"Freedom Taxi","6665","MKC",462886,"01/01/2015 00:47","01/01/2015 00:59","2.0","39.170298","-75.246061","2327 CATHARINE ST","39.776135","-75.502130","623 N CAMAC ST","8.91","0.75","4.00","0.00","0.00","13.66","Credit Card","Street Hail"
81314374,71791,"Freedom Taxi","7486","NGP",439129,"01/01/2015 00:47","01/01/2015 01:11","5.2","39.498244","-75.422525","1102-22 N AMERICAN ST","39.210810","-75.253999","1348 N DOVER ST","17.65","0.75","0.00","0.00","0.00","18.40","Cash","Street Hail"
37682894,96020,"Freedom Taxi","3122","NGP",287677,"01/01/2015 00:48","01/01/2015 00:51","0.3","39.880253","-75.890918","1519 PINE ST","39.307908","-75.411509","7102 VALLEY AVE","5.23","0.00","0.00","0.00","0.95","6.18","Cash","Street Hail"
03569060,57285,"Freedom Taxi","4846","NGP",998979,"01/01/2015 00:47","01/01/2015 00:54","1.9","39.058981","-75.384553","2338 MOUNTAIN ST","39.930297","-75.011339","200 LOMBARD","7.30","0.75","0.00","0.00","0.00","8.05","Cash","Street Hail"
47021216,23345,"Freedom Taxi","1496","NGP",278463,"01/01/2015 00:48","01/01/2015 00:56","1.9","39.584681","-75.527887","5927 WAYNE AVE","39.675214","-75.667603","6915 E WISTER ST","7.99","0.75","2.00","0.00","0.00","10.74","Credit Card","Street Hail"
04152702,32705,"Freedom Taxi","8839","NGP",624167,"01/01/2015 00:48","01/01/2015 00:57","1.3","39.428044","-75.845963","219-29 S 18TH ST","39.970274","-75.964586","2200-28 ARCH ST","7.30","0.75","0.00","0.00","0.00","8.05","Cash","Street Hail"
24804836,64733,"Freedom Taxi","7755","NGP",779660,"01/01/2015 00:48","01/01/2015 00:54","1.8","39.544975","-75.396429","200 ERNEST WAY","39.444569","-75.826599","1726 BAINBRIDGE ST","7.07","0.75","0.00","0.00","0.00","7.82","Cash","Street Hail"
94358668,22540,"Freedom Taxi","8002","NGP",839908,"01/01/2015 00:48","01/01/2015 00:56","0.9","39.462963","-75.550877","101 WALNUT ST","39.476408","-75.736063","1100-06 SHACKAMAXON ST","7.53","0.00","1.50","0.00","0.75","9.78","Credit Card","Street Hail"
48940424,61793,"Freedom Taxi","9527","NGP",633284,"01/01/2015 00:48","01/01/2015 00:49","0.0","39.852672","-75.678218","1830 RITTENHOUSE SQ","39.467598","-75.199983","800 N LAWRENCE ST","2.70","0.75","2.05","0.00","7.00","12.50","Credit Card","Street Hail"
05732867,04880,"Freedom Taxi","8180","NGP",515262,"01/01/2015 00:48","01/01/2015 00:52","0.6","39.298698","-75.096724","3934 STEVENSON STREET","39.505487","-75.623585","1111-13 WALNUT ST","4.77","0.75","0.00","0.00","0.00","5.52","Cash","Street Hail"
54777572,33793,"Freedom Taxi","8893","NGP",138076,"01/01/2015 00:48","01/01/2015 01:07","1.7","39.315080","-75.809079","5253 WALNUT ST","39.083093","-75.677352","1010 RACE","15.58","0.75","2.50","0.00","0.00","18.83","Credit Card","Street Hail"
60341923,26214,"Freedom Taxi","1281","NGP",082717,"01/01/2015 00:48","01/01/2015 00:59","2.0","39.035771","-75.918839","1414 S PENN","39.033494","-75.842401","3048 LONGSHORE AVE","8.91","0.75","0.00","0.00","0.00","9.66","Cash","Street Hail"
